quadgram	frequency
we achaeans are dividing	2
he saved the city	2
had shifted their places	2
a large tripod upon	2
for him to fly	2
i stayed there for	2
the upper part of	2
this be the very	2
little way out from	2
land and gold is	2
return in this self	2
in you to give	2
city and carry off	2
which you ask me	2
gold and bronze to	2
there is something else	2
were so frightened that	2
bird flew by upon	2
also to go to	2
of my being alive	2
and took his stand	2
fire when i am	2
dear to the gods	2
him like a wall	2
me that i might	2
on their armour and	2
to see whether the	2
to your own home	2
a prey to dogs	2
can not help him	2
who live at ease	2
say you are the	2
harm which may disgrace	2
come to our house	2
the rich meadows of	2
do so also and	2
and earth below be	2
if your words come	2
cast out their mooring	2
was not one who	2
the heart of achilles	2
can find a better	2
haven of the old	2
welcome him home again	2
and for all our	2
shudder to think of	2
are perishing and coming	2
who was the bravest	2
part where the bravest	2
much at the hands	2
take heed to his	2
blessed gods that live	2
shall fight or fly	2
for they can not	2
and minerva heard his	2
and drove out through	2
they would have a	2
when he had given	2
where they are at	2
was a bard also	2
indeed has heaven robbed	2
all balanced his golden	2
but why argue with	2
an end of it	2
the time when men	2
on his back and	2
better a man than	2
he chided with his	2
the snowy summits of	2
and his bronze armour	2
trojans would now have	2
to the ogygian island	2
dash on far in	2
old men have a	2
betides the trojans at	2
us go to the	2
his sandals about his	2
that of the gods	2
and in the next	2
the gods are angry	2
the life ebbed out	2
go and see them	2
will be well that	2
busied themselves with the	2
in stature and prowess	2
as you have said	2
others go about among	2
for he had killed	2
a thesprotian ship sailing	2
who are perishing and	2
knees if haply you	2
it that you are	2
i will tell them	2
also under my feet	2
and was honoured by	2
the wall as he	2
pray to the son	2
you are hard pressed	2
bury their city under	2
son to a noble	2
all the two sons	2
tripod full of bath	2
deiphobus and king helenus	2
for a whole month	2
for ever and ever	2
propitiating the awful goddess	2
alike to mortals and	2
he can do so	2
among the achaeans to	2
in the whirling clouds	2
where his brothers and	2
a face as dark	2
to bear them to	2
him down on his	2
every man his portion	2
shoulder without hitting him	2
range of the weapons	2
the saving of the	2
have better times by	2
with which he could	2
would have been no	2
for so long as	2
now come to the	2
of the sons of	2
the dogs of troy	2
come and gone since	2
but a little space	2
were fewer in number	2
the spear passed over	2
when i was a	2
under the tramp of	2
is no one to	2
councillors of the argives	2
the dust from under	2
ever fought desperately heretofore	2
hector looked fiercely at	2
gods who dwell in	2
the place where achilles	2
the gods that live	2
you come to our	2
i will give her	2
who are near of	2
i would urge you	2
it will be all	2
from the slow still	2
front of the fight	2
at once gave me	2
the tents of ajax	2
end of you on	2
they respected no man	2
in search of my	2
more bitter against them	2
and that there is	2
and many a hero	2
the servants had washed	2
till she came to	2
come with me and	2
back again into the	2
man born to trouble	2
the sceptre of apollo	2
you come to him	2
sleep over her eyes	2
cut off his hands	2
a breath of air	2
he had to leave	2
sent him roughly away	2
son to an immortal	2
the better man take	2
counsels are to prevail	2
the ships rang again	2
now fight even with	2
defence of their ships	2
in no mood for	2
up against one another	2
you are afraid jove	2
well away from the	2
took the wand with	2
headlong from his chariot	2
who spoke fiercely to	2
fly at him as	2
posts that supported the	2
would have had a	2
i sent him on	2
safely to his own	2
be the will of	2
man who has killed	2
you need not be	2
and one can not	2
for you to drink	2
out scouts to reconnoitre	2
and the swineherd were	2
well to do man	2
back to the town	2
sail for troy and	2
not get back to	2
shall remember it in	2
flew by upon his	2
the spear broke in	2
wiped the tears from	2
and there they both	2
is now lording it	2
had to eat and	2
live to look upon	2
is mad with rage	2
to him who should	2
and the wash of	2
sturdy thigh and cut	2
older and much stronger	2
another and lay about	2
they are being killed	2
come back with me	2
the hand of death	2
and left his room	2
better for me to	2
shirt and cloak of	2
but has become soiled	2
ever will become of	2
the borders of sandy	2
spear by the middle	2
the ships away from	2
strength to slay till	2
no one who could	2
the cupbearer go round	2
till mars robbed it	2
spear that suited his	2
to the ships in	2
was filled with fire	2
in the best of	2
but they all held	2
with both his hands	2
after the other and	2
or uproar as of	2
stand by you and	2
handmaids into her room	2
not take him by	2
and be no more	2
why are you thus	2
out to you the	2
the hosts to fight	2
them woollen cloaks and	2
and people often hear	2
the suitors for one	2
horses to the ships	2
those that shall be	2
and i do not	2
as she did so	2
and which turns round	2
men and making havoc	2
i called the men	2
i should have had	2
did he fail to	2
ships and will not	2
the plain like a	2
take their horses out	2
him from his chariot	2
did not give him	2
even when all troy	2
this he took his	2
wine also and corn	2
a name in story	2
what manner of men	2
him before he can	2
not suffer it to	2
in a golden urn	2
man who had seduced	2
much taller and better	2
but the gods will	2
the scales of victory	2
who was the best	2
spoke to them plainly	2
each other some harm	2
setting out for troy	2
so he sat down	2
who were their chiefs	2
lair of a lion	2
where i have a	2
he yoked his fleet	2
and it made a	2
the rest swear to	2
what a good thing	2
held the strong city	2
am than you are	2
no matter who he	2
you saw it with	2
his men and making	2
could make light of	2
promise that i should	2
ulysses with these suitors	2
he fell groaning in	2
to close the doors	2
was given me by	2
heel to rouse him	2
so that his head	2
there are many people	2
polydamas went up to	2
too was a rich	2
pitied them in their	2
blind theban prophet teiresias	2
when the suitors ask	2
crew brought you to	2
trojans fell back as	2
let us put on	2
or he has fallen	2
soon as they are	2
the other danaans and	2
rob me of my	2
a hind might as	2
the throats of the	2
and stood at bay	2
he were to come	2
very sorry for him	2
and speak fairly to	2
is now bidding me	2
lion of the wilderness	2
let it be as	2
that he might set	2
he lashed the horses	2
let us each take	2
all the gods if	2
that you may win	2
danaan should drive a	2
a barrow to his	2
to the city to	2
by the stern of	2
between the trojans and	2
and the other chieftains	2
others to bring in	2
you a shirt and	2
euphorbus son of panthous	2
one of them said	2
try and find out	2
then i forewarn you	2
all the time how	2
into the house to	2
afraid jove may set	2
did not know whether	2
of their wives and	2
ulysses had gone to	2
cuts me to the	2
if minerva had not	2
thus did he urge	2
his knees and said	2
and do not go	2
and thrice did apollo	2
valorously drawn up their	2
with sorrow in our	2
ulysses who was beside	2
coming and said to	2
way to the house	2
of his strength he	2
leave the rest to	2
scouring the plain and	2
me and took me	2
as when the west	2
did menelaus son of	2
trench and the wall	2
peleus son of aeacus	2
the work of vulcan	2
which he always slept	2
how distant it may	2
her great web all	2
to bed with you	2
they got to the	2
the threshold of old	2
any other of my	2
for she was the	2
levelled ground in front	2
of all the two	2
before the achaeans went	2
above all others as	2
drew the ship on	2
the heart of aeneas	2
his ways and sin	2
a skin that reached	2
began to work on	2
loveliest after helen herself	2
and will not let	2
near the top of	2
of cattle or a	2
not the heart of	2
take the city of	2
harbinger of light alike	2
by the will of	2
juno of the golden	2
with this he struck	2
greatly grieved at the	2
that he had left	2
will have been on	2
and before long will	2
fond of him and	2
dwell about him who	2
day will surely come	2
she will not marry	2
said will come true	2
of the breed that	2
fine house of my	2
down from heaven in	2
it is no longer	2
they have been feeding	2
presence to the world	2
till he had made	2
went back to their	2
him to do as	2
and the other with	2
and he might himself	2
hear of my being	2
its place against the	2
over to his men	2
and sent him back	2
so much the worse	2
bones of sheep or	2
battle when he was	2
the way into the	2
break it in pieces	2
been the first to	2
and his son would	2
for this is the	2
send you a fair	2
where there is grass	2
when he has seen	2
a number of them	2
the sight of him	2
of the best men	2
could not hold their	2
house under the pretext	2
spread panic among the	2
from the trojan to	2
the fairest of priam	2
now that they have	2
set it on one	2
up as a sapling	2
the pointed shaft of	2
was furious when he	2
darted down from the	2
to see the light	2
and stand by one	2
could either unloose or	2
of you to the	2
the treasure of gold	2
his hand upon you	2
his own and said	2
awful voice and said	2
the fruit of the	2
but he will not	2
were thrown into confusion	2
the city groaning and	2
i shall not let	2
door of the women	2
and camped down upon	2
better times by and	2
the noise of the	2
of saturn sent a	2
at the two ends	2
other things which people	2
listen while i tell	2
and brought me up	2
of the heavenly beings	2
and glad indeed was	2
a fine house of	2
i am older than	2
had laid upon him	2
opened the lid of	2
and had a fine	2
used to row with	2
as for any present	2
spear in the middle	2
beseech you have mercy	2
in answer to the	2
and i have been	2
force of the wind	2
dear a daughter may	2
power is above all	2
the lord of lightning	2
husband when he had	2
i fear that i	2
sent me to escort	2
you have in your	2
among those that shall	2
with it at once	2
the gates of hades	2
us the oracles of	2
would be best to	2
as for the suitors	2
the ground till they	2
better that i should	2
the battle rage between	2
put up with it	2
many dead whom achilles	2
looking like so many	2
